"RFCODIGO";"PERCODIGO";"RFPERSVIVE";"RFNOHERMANOS";"RFEDADES";"RFLUGAROCUPA";"RFESTRUCTURA";"RFFDISCAPACIDAD";"RFNOMBREDELDIS";"RFOBSERVACIONES";"RFVIVIENDA";"RFVIVDESCRIP";"RFLUZ";"RFAGUA";"RFSSHH";"RFPOZO";"RFTELEFONO";"RFCABLE";"RFCELULAR";"RFCOMPUTADOR";"RFINTERNET";"RFOBSERVACION";"RFINGPAD";"RFINGMAD";"RFINGOTRO";"RFEGRTOTAL";"RFNOHERMANAS";"RFVIVECON";"RFHERMANOSINST";"RFHERCURSOS";"RFNIVELSEC";"RFHINSTNOMBRES";"RFEGRPAD";"RFEGRMAD";"RFHOGAR";"RFOTROS";"RFBIENES";"RFOBSERVACION2"
"210";"1210";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"211";"1211";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"212";"1212";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"213";"1213";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"214";"1214";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"215";"1215";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"216";"1216";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"217";"1217";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"218";"1218";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"219";"1219";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"220";"1220";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"221";"1221";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"222";"1222";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"223";"1223";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"224";"1224";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"225";"1225";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"226";"1226";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"227";"1227";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"228";"1228";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"229";"1229";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"230";"1230";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"231";"1231";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"232";"1232";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"233";"1233";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"234";"1234";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"235";"1235";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"236";"1236";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"237";"1237";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"238";"1238";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"239";"1239";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"240";"1240";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"241";"1241";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"242";"1242";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"243";"1243";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"244";"1244";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"245";"1245";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"246";"1246";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"247";"1247";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"248";"1248";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"249";"1249";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"250";"1250";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"251";"1251";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"252";"1252";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"253";"1253";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"254";"1254";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"255";"1255";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"256";"1256";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"257";"1257";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"258";"1258";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"259";"1259";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"260";"1260";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"261";"1261";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"262";"1262";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"263";"1263";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"264";"1264";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"265";"1265";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"266";"1266";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"267";"1267";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"268";"1268";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"269";"1269";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"270";"1270";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"271";"1271";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"272";"1272";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"273";"1273";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"274";"1274";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"275";"1275";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"276";"1276";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"277";"1277";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"278";"1278";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"279";"1279";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"280";"1280";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"281";"1281";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"282";"1282";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"283";"1283";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"284";"1284";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"285";"1285";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"286";"1286";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"287";"1287";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"288";"1288";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"289";"1289";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"290";"1290";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"291";"1291";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"292";"1292";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"293";"1293";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"294";"1294";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"295";"1295";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"296";"1296";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"297";"1297";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"298";"1298";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"299";"1299";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"300";"1300";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"301";"1301";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"302";"1302";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"303";"1303";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"304";"1304";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"305";"1305";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"306";"1306";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"307";"1307";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"308";"1308";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"309";"1309";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"310";"1310";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"311";"1311";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"312";"1312";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"313";"1313";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"314";"1314";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"315";"1315";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"316";"1316";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"317";"1317";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"318";"1318";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"319";"1319";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"320";"1320";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"321";"1321";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"322";"1322";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"323";"1323";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"324";"1324";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"325";"1325";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"326";"1326";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"327";"1327";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"328";"1328";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"329";"1329";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"330";"1330";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"331";"1331";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"332";"1332";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"333";"1333";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"334";"1334";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"335";"1335";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"336";"1336";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"337";"1337";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"338";"1338";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"339";"1339";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"340";"1340";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"341";"1341";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"342";"1342";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"343";"1343";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"344";"1344";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"345";"1345";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"346";"1346";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"347";"1347";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"348";"1348";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"349";"1349";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"350";"1350";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"351";"1351";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"352";"1352";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"353";"1353";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"354";"1354";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"355";"1355";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"356";"1356";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"357";"1357";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"358";"1358";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"359";"1359";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"360";"1360";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"361";"1361";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"362";"1362";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"363";"1363";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"364";"1364";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"365";"1365";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"366";"1366";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"367";"1367";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"368";"1368";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"369";"1369";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"370";"1370";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"371";"1371";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"372";"1372";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"373";"1373";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"374";"1374";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"375";"1375";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"376";"1376";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"377";"1377";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"378";"1378";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"379";"1379";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"380";"1380";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"381";"1381";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"382";"1382";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"383";"1383";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"384";"1384";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"385";"1385";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"386";"1386";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"387";"1387";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"388";"1388";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"389";"1389";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"390";"1390";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"391";"1391";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"392";"1392";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"393";"1393";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"394";"1394";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"395";"1395";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"396";"1396";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"397";"1397";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"398";"1398";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"399";"1399";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"400";"1400";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"401";"1401";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"402";"1402";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"403";"1403";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"404";"1404";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"405";"1405";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"406";"1406";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"407";"1407";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"408";"1408";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"409";"1409";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"410";"1410";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"411";"1411";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"412";"1412";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"413";"1413";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"414";"1414";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"415";"1415";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"416";"1416";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"417";"1417";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"418";"1418";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"419";"1419";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"420";"1420";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"421";"1421";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"422";"1422";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"423";"1423";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
"424";"1424";;"0";;"0";;;;;;;;;;;;;;;;;"0";"0";"0";"0";"0";;"0";;;;"0";"0";;;;
